N;E_ID;point_N;T_ID;year;month;day;hour;min;sec;lat;lon
8025;203923;18;480;2007;4;4;21;13;41;45.55423;9.258902
8026;203984;1;481;2007;4;4;2;11;0;45.406895;9.27153
8027;203984;2;481;2007;4;4;2;12;43;45.419235;9.253331
8028;203984;3;481;2007;4;4;2;13;55;45.433083;9.236765
8029;203984;4;481;2007;4;4;2;15;23;45.447395;9.224153
8030;203984;5;481;2007;4;4;2;17;55;45.45256;9.230346
8031;203984;6;481;2007;4;4;7;58;52;45.452606;9.230383
8032;203984;7;481;2007;4;4;8;5;55;45.43996;9.224175
8033;203984;8;481;2007;4;4;8;7;21;45.42909;9.244151
8034;203984;9;481;2007;4;4;8;8;37;45.41451;9.259767
8035;203984;10;481;2007;4;4;8;10;7;45.39637;9.260289
8036;203984;11;481;2007;4;4;8;11;22;45.380993;9.272628
8037;204241;1;482;2007;4;4;2;43;21;45.531654;9.271191
8038;204241;2;482;2007;4;4;2;43;53;45.52593;9.262544
8039;204241;3;482;2007;4;4;2;44;27;45.51876;9.261285
8040;204241;4;482;2007;4;4;2;45;0;45.51301;9.257887
8041;204241;5;482;2007;4;4;2;45;33;45.507214;9.250435
8042;204241;6;482;2007;4;4;2;46;5;45.501022;9.242292
8043;204241;7;482;2007;4;4;2;46;38;45.496098;9.235871
8044;204241;8;482;2007;4;4;2;47;10;45.495712;9.235391
8045;204241;9;482;2007;4;4;2;47;44;45.4925;9.229889
8046;204241;10;482;2007;4;4;2;48;16;45.49111;9.225539
8047;204241;11;482;2007;4;4;2;48;48;45.488693;9.222193
8048;204241;12;482;2007;4;4;2;49;21;45.486397;9.217778
8049;204241;13;482;2007;4;4;2;49;53;45.48726;9.214387
8050;204241;14;482;2007;4;4;2;50;26;45.489513;9.209963
8051;204241;15;482;2007;4;4;2;50;58;45.48804;9.208197
8052;204241;16;482;2007;4;4;2;51;31;45.486362;9.206836
8053;204241;17;482;2007;4;4;2;52;4;45.485733;9.206266
8054;204241;18;482;2007;4;4;3;26;52;45.485817;9.206384
8055;204241;19;482;2007;4;4;3;30;46;45.492363;9.226936
8056;204241;20;482;2007;4;4;3;33;2;45.50448;9.24675
8057;204241;21;482;2007;4;4;3;34;4;45.512943;9.261686
8058;204241;22;482;2007;4;4;3;34;37;45.516;9.262177
8059;204241;23;482;2007;4;4;3;35;9;45.52312;9.260524
8060;204241;24;482;2007;4;4;3;35;42;45.52926;9.267254
8061;204241;25;482;2007;4;4;3;36;15;45.534775;9.277987
8062;204553;1;483;2007;4;4;7;20;11;45.42311;9.276426
8063;204553;2;483;2007;4;4;7;24;20;45.43624;9.258128
8064;204553;3;483;2007;4;4;7;26;58;45.45383;9.255231
8065;204553;4;483;2007;4;4;7;32;57;45.462147;9.241363
8066;204553;5;483;2007;4;4;7;38;44;45.47381;9.234412
8067;204553;6;483;2007;4;4;7;43;50;45.474964;9.225554
8068;204553;7;483;2007;4;4;12;33;27;45.474987;9.225576
8069;204553;8;483;2007;4;4;12;40;0;45.480515;9.242159
8070;204553;9;483;2007;4;4;12;42;53;45.469406;9.251954
8071;204553;10;483;2007;4;4;12;44;25;45.45158;9.25683
8072;204553;11;483;2007;4;4;12;46;2;45.4348;9.253351
8073;204553;12;483;2007;4;4;12;47;54;45.426056;9.272945
8074;204735;1;484;2007;4;4;2;38;34;45.536602;9.167326
8075;204735;2;484;2007;4;4;2;42;25;45.5477;9.163332
8076;204735;3;484;2007;4;4;2;48;8;45.55915;9.256696
8077;204735;4;484;2007;4;4;2;48;40;45.555595;9.2659
8078;204735;5;484;2007;4;4;2;49;13;45.55193;9.26348
8079;204735;6;484;2007;4;4;2;49;45;45.54948;9.261345
8080;204735;7;484;2007;4;4;2;50;18;45.54191;9.258987
8081;204735;8;484;2007;4;4;2;50;51;45.533016;9.263054
8082;204735;9;484;2007;4;4;2;51;24;45.525833;9.259389
8083;204735;10;484;2007;4;4;2;51;57;45.517136;9.261535
8084;204735;11;484;2007;4;4;2;52;29;45.50831;9.26117
8085;204735;12;484;2007;4;4;2;53;2;45.500244;9.255479
8086;204735;13;484;2007;4;4;2;53;34;45.491596;9.252193
8087;204735;14;484;2007;4;4;2;54;8;45.482178;9.25131
8088;204735;15;484;2007;4;4;2;54;41;45.47341;9.252729
8089;204735;16;484;2007;4;4;2;55;13;45.46393;9.250683
8090;204735;17;484;2007;4;4;2;55;46;45.4553;9.253622
8091;204735;18;484;2007;4;4;2;56;20;45.446312;9.258526
8092;204735;19;484;2007;4;4;2;56;52;45.436516;9.255702
8093;204735;20;484;2007;4;4;2;57;25;45.42925;9.248306
8094;204735;21;484;2007;4;4;2;57;58;45.42143;9.245784
8095;204735;22;484;2007;4;4;2;58;31;45.41417;9.252756
8096;204735;23;484;2007;4;4;2;59;4;45.407566;9.26078
8097;204735;24;484;2007;4;4;2;59;37;45.398746;9.260547
8098;204735;25;484;2007;4;4;3;0;10;45.38984;9.2624
8099;204735;26;484;2007;4;4;3;0;42;45.3826;9.270662
8100;204735;27;484;2007;4;4;3;1;15;45.37549;9.278969
8101;204819;1;485;2007;4;4;9;57;7;45.530567;9.199601
8102;204819;2;485;2007;4;4;10;2;20;45.52012;9.191894
8103;204819;3;485;2007;4;4;10;9;21;45.50667;9.187707
8104;204819;4;485;2007;4;4;10;28;2;45.506714;9.187736
8105;204819;5;485;2007;4;4;10;32;33;45.515953;9.203093
8106;204819;6;485;2007;4;4;10;35;36;45.525963;9.208713
8107;204819;7;485;2007;4;4;10;41;2;45.525963;9.208714
8108;204819;8;485;2007;4;4;10;46;30;45.524567;9.20411
8109;204819;9;485;2007;4;4;12;17;4;45.524567;9.20411
8110;204819;10;485;2007;4;4;12;24;18;45.53427;9.216802
8111;204819;11;485;2007;4;4;12;26;44;45.5479;9.232826
8112;204819;12;485;2007;4;4;12;29;47;45.559467;9.241541
8113;204819;13;485;2007;4;4;13;31;30;45.555107;9.239569
8114;204819;14;485;2007;4;4;13;32;3;45.553574;9.238954
8115;204819;15;485;2007;4;4;13;32;36;45.553;9.23872
8116;204819;16;485;2007;4;4;13;33;9;45.54842;9.233213
8117;204819;17;485;2007;4;4;13;33;42;45.545685;9.22477
8118;204819;18;485;2007;4;4;13;34;15;45.543694;9.221529
8119;204819;19;485;2007;4;4;13;34;48;45.538727;9.218721
8120;204819;20;485;2007;4;4;13;35;20;45.534374;9.216206
8121;204819;21;485;2007;4;4;13;35;53;45.531975;9.214987
8122;204819;22;485;2007;4;4;13;36;26;45.528023;9.212621
8123;204819;23;485;2007;4;4;13;36;54;45.526623;9.211815
8124;204819;24;485;2007;4;4;14;58;44;45.524677;9.205367
8125;204819;25;485;2007;4;4;15;0;21;45.526157;9.206398
8126;204819;26;485;2007;4;4;16;18;53;45.525665;9.208896
8127;204819;27;485;2007;4;4;16;24;8;45.52448;9.205723
8128;204828;1;486;2007;4;4;11;57;25;45.459675;9.170456
8129;204828;2;486;2007;4;4;12;4;52;45.472054;9.168093
8130;204828;3;486;2007;4;4;12;7;59;45.48538;9.159661
8131;204828;4;486;2007;4;4;12;14;1;45.49517;9.137785
8132;204828;5;486;2007;4;4;12;16;32;45.496155;9.134041
8133;204828;6;486;2007;4;4;12;18;22;45.49614;9.134021
8134;204828;7;486;2007;4;4;12;20;49;45.49373;9.136243
8135;204828;8;486;2007;4;4;15;51;16;45.49349;9.135996
8136;204828;9;486;2007;4;4;15;57;13;45.485413;9.159048
8137;204828;10;486;2007;4;4;16;4;58;45.4713;9.173454
8138;204828;11;486;2007;4;4;16;8;19;45.468945;9.173625
8139;206011;1;487;2007;4;4;3;35;26;45.37651;9.278642
8140;206011;2;487;2007;4;4;3;36;56;45.382854;9.254994
8141;206011;3;487;2007;4;4;3;38;18;45.38635;9.229774
8142;206011;4;487;2007;4;4;3;39;40;45.39128;9.205223
8143;206011;5;487;2007;4;4;3;41;7;45.388256;9.178906
8144;206011;6;487;2007;4;4;3;42;33;45.390736;9.154973
8145;206011;7;487;2007;4;4;3;45;43;45.385952;9.148934
8146;206011;8;487;2007;4;4;3;50;33;45.385952;9.148934
8147;206011;9;487;2007;4;4;3;53;54;45.395405;9.141766
8148;206011;10;487;2007;4;4;3;55;25;45.403835;9.118699
8149;206011;11;487;2007;4;4;3;57;2;45.413696;9.096682
8150;206011;12;487;2007;4;4;3;58;29;45.425655;9.078247
8151;206011;13;487;2007;4;4;3;59;56;45.443565;9.073988
8152;206011;14;487;2007;4;4;4;4;14;45.45709;9.071767
8153;206011;15;487;2007;4;4;7;46;36;45.37618;9.27856
8154;206011;16;487;2007;4;4;7;48;28;45.39031;9.262274
8155;206011;17;487;2007;4;4;7;50;24;45.40823;9.261767
8156;206011;18;487;2007;4;4;7;51;54;45.423153;9.250249
8157;206011;19;487;2007;4;4;7;55;22;45.436;9.233005
8158;206011;20;487;2007;4;4;7;59;26;45.437103;9.233744
8159;206011;21;487;2007;4;4;8;15;50;45.437107;9.233728
8160;206011;22;487;2007;4;4;8;20;1;45.425095;9.251803
8161;206011;23;487;2007;4;4;8;22;16;45.412754;9.262027
8162;206011;24;487;2007;4;4;8;23;49;45.394466;9.260287
8163;206011;25;487;2007;4;4;8;25;15;45.379395;9.274442
8164;206188;1;488;2007;4;4;7;23;5;45.559994;9.172813
8165;206188;2;488;2007;4;4;7;24;46;45.557957;9.148173
8166;206188;3;488;2007;4;4;7;26;11;45.5433;9.142837
8167;206188;4;488;2007;4;4;7;36;4;45.53445;9.121693
8168;206188;5;488;2007;4;4;7;39;16;45.52156;9.135671
8169;206188;6;488;2007;4;4;7;44;26;45.505142;9.140441
8170;206188;7;488;2007;4;4;7;49;24;45.493385;9.156061
8171;206188;8;488;2007;4;4;8;2;10;45.491608;9.145817
8172;206188;9;488;2007;4;4;8;21;36;45.49161;9.145753
8173;206188;10;488;2007;4;4;8;27;55;45.47809;9.150084
8174;206188;11;488;2007;4;4;8;36;40;45.46691;9.15243
8175;206188;12;488;2007;4;4;8;42;14;45.465466;9.151441
8176;206188;13;488;2007;4;4;8;43;23;45.465466;9.151441
8177;206188;14;488;2007;4;4;8;51;37;45.47691;9.161054
8178;206188;15;488;2007;4;4;8;56;20;45.468735;9.179061
8179;206188;16;488;2007;4;4;9;1;44;45.48059;9.187159
8180;206188;17;488;2007;4;4;9;10;47;45.470947;9.201452
8181;206188;18;488;2007;4;4;9;17;22;45.467274;9.195036
8182;206188;19;488;2007;4;4;9;49;18;45.467247;9.195061
8183;206188;20;488;2007;4;4;9;58;17;45.477573;9.19796
8184;206188;21;488;2007;4;4;10;5;30;45.485878;9.183012
8185;206188;22;488;2007;4;4;10;13;22;45.50154;9.188196
8186;206188;23;488;2007;4;4;10;15;34;45.51773;9.178404
8187;206188;24;488;2007;4;4;10;17;14;45.53183;9.163325
8188;206188;25;488;2007;4;4;10;18;26;45.549614;9.164077
8189;206208;1;489;2007;4;4;6;40;44;45.45673;9.064943
8190;206208;2;489;2007;4;4;6;42;6;45.457157;9.076268
8191;206208;3;489;2007;4;4;6;42;41;45.457504;9.081454
8192;206208;4;489;2007;4;4;6;45;12;45.45372;9.094148
8193;206208;5;489;2007;4;4;6;45;43;45.451454;9.099571
8194;206208;6;489;2007;4;4;6;46;15;45.453613;9.105504
8195;206208;7;489;2007;4;4;6;46;47;45.454662;9.110924
8196;206208;8;489;2007;4;4;6;47;18;45.45466;9.110923
8197;206208;9;489;2007;4;4;6;47;50;45.455276;9.114156
8198;206208;10;489;2007;4;4;6;48;24;45.455868;9.116512
8199;206208;11;489;2007;4;4;6;49;15;45.455162;9.118724
8200;206208;12;489;2007;4;4;6;49;48;45.45641;9.121473
8201;206208;13;489;2007;4;4;6;55;42;45.456657;9.121467
8202;206208;14;489;2007;4;4;10;56;22;45.456738;9.126984
8203;206208;15;489;2007;4;4;11;0;39;45.456512;9.095685
8204;206208;16;489;2007;4;4;11;2;29;45.45789;9.078997
8205;206208;17;489;2007;4;4;11;3;8;45.45811;9.069388
8206;206208;18;489;2007;4;4;11;3;56;45.457447;9.061007
8207;206208;19;489;2007;4;4;11;4;28;45.45455;9.054945
8208;206208;20;489;2007;4;4;11;4;59;45.45309;9.050008
8209;206443;1;490;2007;4;4;7;31;2;45.518017;9.202725
8210;206443;2;490;2007;4;4;7;37;6;45.528545;9.200261
8211;206443;3;490;2007;4;4;7;39;47;45.54569;9.196632
8212;206443;4;490;2007;4;4;7;44;0;45.547054;9.176108
8213;206443;5;490;2007;4;4;7;56;7;45.54687;9.175937
8214;206443;6;490;2007;4;4;8;0;27;45.542755;9.161626
8215;206443;7;490;2007;4;4;8;6;30;45.53788;9.166528
8216;206443;8;490;2007;4;4;8;7;50;45.545437;9.190556
8217;206443;9;490;2007;4;4;8;9;10;45.54869;9.216764
8218;206443;10;490;2007;4;4;8;11;46;45.55688;9.269281
8219;206443;11;490;2007;4;4;10;15;25;45.556374;9.268101
8220;206443;12;490;2007;4;4;10;23;49;45.554207;9.243485
8221;206443;13;490;2007;4;4;10;27;19;45.54534;9.223837
8222;206443;14;490;2007;4;4;10;30;31;45.529293;9.216496
8223;206443;15;490;2007;4;4;10;36;41;45.52387;9.209475
8224;206443;16;490;2007;4;4;10;37;42;45.52678;9.211109
8225;206443;17;490;2007;4;4;10;42;57;45.52678;9.211109
8226;206443;18;490;2007;4;4;10;50;29;45.514736;9.205466
8227;206443;19;490;2007;4;4;10;51;44;45.51261;9.204198
8228;206997;1;491;2007;4;4;19;24;6;45.537952;9.240415
8229;206997;2;491;2007;4;4;19;53;54;45.533344;9.236408
8230;206997;3;491;2007;4;4;20;3;39;45.532036;9.215088
8231;206997;4;491;2007;4;4;20;7;1;45.51524;9.205586
8232;206997;5;491;2007;4;4;20;10;24;45.49812;9.195888
8233;206997;6;491;2007;4;4;20;15;0;45.500946;9.179414
8234;206997;7;491;2007;4;4;20;22;8;45.493088;9.193087
8235;206997;8;491;2007;4;4;20;24;38;45.48758;9.187358
8236;206997;9;491;2007;4;4;21;26;24;45.487488;9.187238
8237;206997;10;491;2007;4;4;21;31;58;45.497395;9.187654
8238;206997;11;491;2007;4;4;21;36;30;45.50018;9.181432
8239;206997;12;491;2007;4;4;21;38;44;45.499138;9.178561
8240;206997;13;491;2007;4;4;22;31;22;45.49912;9.178578
8241;206997;14;491;2007;4;4;22;36;5;45.49915;9.196429
8242;206997;15;491;2007;4;4;22;39;14;45.516426;9.206404
8243;206997;16;491;2007;4;4;22;41;8;45.532887;9.216566
8244;206997;17;491;2007;4;4;22;45;13;45.538555;9.237399
8245;206997;18;491;2007;4;4;22;47;24;45.538055;9.240321
8246;207028;1;492;2007;4;4;9;28;55;45.46032;9.10476
8247;207028;2;492;2007;4;4;9;32;59;45.462635;9.129534
8248;207028;3;492;2007;4;4;9;37;48;45.464073;9.151575
8249;207028;4;492;2007;4;4;9;44;26;45.466213;9.175067
8250;207028;5;492;2007;4;4;9;59;3;45.461884;9.193446
8251;207028;6;492;2007;4;4;10;21;25;45.461884;9.193448
8252;207028;7;492;2007;4;4;10;25;15;45.46098;9.206592
8253;207028;8;492;2007;4;4;10;34;15;45.46098;9.206592
8254;207028;9;492;2007;4;4;11;47;55;45.46098;9.206592
8255;207028;10;492;2007;4;4;11;54;31;45.456432;9.184531
8256;207028;11;492;2007;4;4;12;0;9;45.46603;9.165585
8257;207028;12;492;2007;4;4;12;5;44;45.46386;9.140819
8258;207028;13;492;2007;4;4;12;9;37;45.46049;9.115318
8259;207028;14;492;2007;4;4;12;12;10;45.45992;9.106185
8260;207028;15;492;2007;4;4;12;46;46;45.459965;9.106147
8261;207028;16;492;2007;4;4;12;49;42;45.46959;9.11674
8262;207028;17;492;2007;4;4;12;54;52;45.479156;9.130603
8263;207028;18;492;2007;4;4;12;58;34;45.479473;9.144119
8264;207028;19;492;2007;4;4;14;26;16;45.47818;9.146123
8265;207028;20;492;2007;4;4;14;34;56;45.476357;9.121191
8266;207028;21;492;2007;4;4;14;37;59;45.463192;9.110029
8267;207028;22;492;2007;4;4;14;40;40;45.460716;9.10887
8268;207028;23;492;2007;4;4;16;3;58;45.459705;9.095251
8269;207028;24;492;2007;4;4;16;6;48;45.460236;9.104266
8270;207263;1;493;2007;4;4;0;30;22;45.462383;9.151426
8271;207263;2;493;2007;4;4;0;35;19;45.46139;9.16436
8272;207263;3;493;2007;4;4;0;38;2;45.45245;9.185476
8273;207263;4;493;2007;4;4;0;41;10;45.451103;9.210769
8274;207263;5;493;2007;4;4;0;44;49;45.45617;9.229047
8275;207263;6;493;2007;4;4;0;47;47;45.46197;9.242904
8276;207263;7;493;2007;4;4;0;48;20;45.461906;9.253662
8277;207263;8;493;2007;4;4;0;48;52;45.46187;9.264672
8278;207263;9;493;2007;4;4;0;49;24;45.461872;9.274585
8279;207263;10;493;2007;4;4;0;49;58;45.46509;9.279736
8280;207617;1;494;2007;4;4;16;19;20;45.54861;9.164781
8281;207617;2;494;2007;4;4;16;25;0;45.558334;9.159019
8282;207617;3;494;2007;4;4;16;26;17;45.547832;9.147632
8283;207617;4;494;2007;4;4;16;27;40;45.538845;9.128726
8284;207617;5;494;2007;4;4;16;31;48;45.53101;9.109165
8285;207617;6;494;2007;4;4;16;33;54;45.532032;9.106497
8286;207617;7;494;2007;4;4;17;32;27;45.532066;9.106648
8287;207617;8;494;2007;4;4;17;37;26;45.536793;9.12549
8288;207617;9;494;2007;4;4;17;38;49;45.545284;9.148061
8289;207617;10;494;2007;4;4;17;42;16;45.549114;9.161426
8290;207617;11;494;2007;4;4;18;4;28;45.54613;9.162073
8291;207617;12;494;2007;4;4;18;6;25;45.531254;9.158299
8292;207617;13;494;2007;4;4;18;8;48;45.520817;9.147034
8293;207617;14;494;2007;4;4;18;12;9;45.51314;9.138599
8294;207617;15;494;2007;4;4;18;17;25;45.51314;9.138598
8295;207617;16;494;2007;4;4;18;20;54;45.52365;9.149726
8296;207617;17;494;2007;4;4;18;23;15;45.534718;9.161215
8297;207617;18;494;2007;4;4;18;25;40;45.548817;9.16467
8298;207617;19;494;2007;4;4;18;26;3;45.549046;9.16453
8299;207744;1;495;2007;4;4;7;43;39;45.46862;9.233371
8300;207744;2;495;2007;4;4;7;54;42;45.460686;9.218034
8301;207744;3;495;2007;4;4;8;0;36;45.446915;9.205507
8302;207744;4;495;2007;4;4;8;6;13;45.452286;9.187158
8303;207744;5;495;2007;4;4;8;9;52;45.45459;9.174651
8304;207744;6;495;2007;4;4;8;37;30;45.45501;9.174998
8305;207744;7;495;2007;4;4;8;56;5;45.458748;9.177945
8306;207744;8;495;2007;4;4;9;5;44;45.45411;9.177685
8307;207744;9;495;2007;4;4;9;14;13;45.45192;9.199915
8308;207744;10;495;2007;4;4;9;20;47;45.45923;9.217825
8309;207744;11;495;2007;4;4;9;26;49;45.46765;9.231499
8310;207744;12;495;2007;4;4;9;27;20;45.467754;9.231979
8311;207939;1;496;2007;4;4;5;34;57;45.4327;9.145496
8312;207939;2;496;2007;4;4;5;38;43;45.44245;9.146065
8313;207939;3;496;2007;4;4;5;42;33;45.458363;9.13875
8314;207939;4;496;2007;4;4;5;49;27;45.47397;9.143941
8315;207939;5;496;2007;4;4;5;54;53;45.488884;9.149668
8316;207939;6;496;2007;4;4;6;6;36;45.499653;9.16945
8317;207939;7;496;2007;4;4;6;9;32;45.49955;9.173011
8318;207939;8;496;2007;4;4;6;15;34;45.49955;9.173011
8319;207939;9;496;2007;4;4;6;23;56;45.496017;9.181365
8320;207939;10;496;2007;4;4;6;24;44;45.49655;9.179247
8321;207939;11;496;2007;4;4;10;43;35;45.496475;9.179316
8322;207939;12;496;2007;4;4;10;48;12;45.493626;9.156937
8323;207939;13;496;2007;4;4;10;50;25;45.479507;9.142846
8324;207939;14;496;2007;4;4;10;55;56;45.462284;9.148424
8325;207939;15;496;2007;4;4;11;4;20;45.446033;9.158995
8326;207939;16;496;2007;4;4;11;6;50;45.441914;9.153792
8327;207939;17;496;2007;4;4;11;16;48;45.441914;9.153791
8328;207939;18;496;2007;4;4;11;20;50;45.4326;9.14695
8329;207950;1;497;2007;4;4;13;31;24;45.38706;9.265806
8330;207950;2;497;2007;4;4;13;32;52;45.404427;9.261426
8331;207950;3;497;2007;4;4;13;34;37;45.41887;9.246868
8332;207950;4;497;2007;4;4;13;36;43;45.434826;9.255399
8333;207950;5;497;2007;4;4;13;38;38;45.452183;9.256785
8334;207950;6;497;2007;4;4;13;40;29;45.46941;9.252285
8335;207950;7;497;2007;4;4;13;42;21;45.48769;9.251723
8336;207950;8;497;2007;4;4;13;44;10;45.504692;9.258913
8337;207950;9;497;2007;4;4;13;46;9;45.522247;9.260795
8338;207950;10;497;2007;4;4;13;47;52;45.53498;9.278689
8339;207950;11;497;2007;4;4;15;33;42;45.55614;9.266867
8340;207950;12;497;2007;4;4;15;40;12;45.552162;9.241789
8341;207950;13;497;2007;4;4;15;45;36;45.548767;9.216373
8342;207950;14;497;2007;4;4;15;47;34;45.545666;9.19106
8343;207950;15;497;2007;4;4;15;50;8;45.53854;9.167366
8344;207950;16;497;2007;4;4;15;53;0;45.5283;9.146128
8345;207950;17;497;2007;4;4;15;54;37;45.517506;9.124558
8346;207950;18;497;2007;4;4;15;56;15;45.51478;9.098898
8347;207950;19;497;2007;4;4;15;57;50;45.51352;9.072781
8348;208069;1;498;2007;4;4;20;28;25;45.376755;9.27866
8349;208069;2;498;2007;4;4;20;30;16;45.382862;9.255185
8350;208069;3;498;2007;4;4;20;31;42;45.38649;9.229545
8351;208069;4;498;2007;4;4;20;33;9;45.39148;9.20343
8352;208069;5;498;2007;4;4;20;34;30;45.387993;9.17824
8353;208069;6;498;2007;4;4;20;35;57;45.39122;9.15355
8354;208069;7;498;2007;4;4;20;37;28;45.398952;9.129009
8355;208069;8;498;2007;4;4;20;38;53;45.41024;9.107391
8356;208069;9;498;2007;4;4;20;40;14;45.418;9.084429
8357;208069;10;498;2007;4;4;20;41;44;45.434895;9.074589
8358;208069;11;498;2007;4;4;20;43;10;45.45313;9.076764
8359;208069;12;498;2007;4;4;20;44;41;45.47101;9.079643
8360;208069;13;498;2007;4;4;20;46;8;45.48715;9.067825
8361;208069;14;498;2007;4;4;20;47;39;45.50509;9.065292
8362;208069;15;498;2007;4;4;20;50;43;45.51076;9.052134
8363;208069;16;498;2007;4;4;22;28;49;45.5412;9.059559
8364;208091;1;499;2007;4;4;3;53;8;45.38241;9.251511
8365;208091;2;499;2007;4;4;4;6;24;45.38629;9.26686
8366;208091;3;499;2007;4;4;4;7;54;45.40308;9.261535
8367;208091;4;499;2007;4;4;4;9;19;45.418316;9.247504
8368;208091;5;499;2007;4;4;4;10;41;45.434174;9.255056
8369;208091;6;499;2007;4;4;4;12;3;45.451805;9.257201
8370;208091;7;499;2007;4;4;4;13;27;45.469696;9.252313
8371;208091;8;499;2007;4;4;4;14;50;45.487904;9.251749
8372;208091;9;499;2007;4;4;4;16;11;45.50522;9.259255
8373;208091;10;499;2007;4;4;4;17;42;45.522984;9.260586
8374;208091;11;499;2007;4;4;4;19;9;45.535057;9.278689
8375;208112;1;500;2007;4;4;10;13;45;45.382446;9.262322
8376;208112;2;500;2007;4;4;10;15;10;45.385017;9.235471
8377;208112;3;500;2007;4;4;10;16;32;45.390682;9.21115
8378;208112;4;500;2007;4;4;10;17;58;45.390236;9.185452
8379;208112;5;500;2007;4;4;10;19;24;45.388683;9.160757
8380;208112;6;500;2007;4;4;10;20;54;45.397114;9.136697
8381;208112;7;500;2007;4;4;10;22;21;45.40653;9.113992
8382;208112;8;500;2007;4;4;10;23;48;45.415596;9.090381
8383;208112;9;500;2007;4;4;10;25;24;45.429718;9.075847
8384;208112;10;500;2007;4;4;10;27;2;45.44769;9.075018
8385;208112;11;500;2007;4;4;10;28;31;45.46571;9.076658
8386;208112;12;500;2007;4;4;10;30;2;45.482098;9.072229
8387;208112;13;500;2007;4;4;10;31;44;45.49972;9.066954
8388;208112;14;500;2007;4;4;10;34;16;45.51242;9.059821
8389;208138;1;501;2007;4;4;6;8;32;45.52801;9.056725
8390;208138;2;501;2007;4;4;6;26;32;45.52446;9.060577
8391;208138;3;501;2007;4;4;6;37;32;45.508114;9.063449
8392;208138;4;501;2007;4;4;6;44;57;45.49008;9.066612
8393;208138;5;501;2007;4;4;6;48;48;45.47442;9.079088
8394;208138;6;501;2007;4;4;6;50;55;45.456676;9.077533
8395;208138;7;501;2007;4;4;6;55;8;45.438965;9.073855
8396;208138;8;501;2007;4;4;6;57;33;45.42162;9.080457
8397;208138;9;501;2007;4;4;7;0;20;45.411884;9.101691
8398;208138;10;501;2007;4;4;7;1;56;45.400867;9.122977
8399;208138;11;501;2007;4;4;7;3;32;45.39313;9.146932
8400;208138;12;501;2007;4;4;7;5;15;45.385998;9.171386
8401;208138;13;501;2007;4;4;7;7;26;45.391518;9.204203
8402;208138;14;501;2007;4;4;7;11;44;45.386364;9.228945
8403;208138;15;501;2007;4;4;7;15;10;45.38268;9.254769
8404;208138;16;501;2007;4;4;7;16;44;45.375572;9.278683
8405;208246;1;502;2007;4;4;4;4;36;45.376022;9.278878
8406;208246;2;502;2007;4;4;4;6;56;45.383736;9.242358
8407;208246;3;502;2007;4;4;4;8;26;45.389484;9.217312
8408;208246;4;502;2007;4;4;4;9;53;45.39126;9.191807
8409;208246;5;502;2007;4;4;4;11;24;45.38674;9.166401
8410;208246;6;502;2007;4;4;4;12;56;45.394833;9.143024
8411;208246;7;502;2007;4;4;4;14;27;45.402973;9.119897
8412;208246;8;502;2007;4;4;4;15;53;45.413307;9.097761
8413;208246;9;502;2007;4;4;4;17;16;45.424736;9.078692
8414;208246;10;502;2007;4;4;4;18;38;45.44252;9.073862
8415;208246;11;502;2007;4;4;4;20;11;45.4609;9.076836
8416;208246;12;502;2007;4;4;4;21;43;45.47789;9.076265
8417;208246;13;502;2007;4;4;4;23;10;45.49426;9.066806
8418;208246;14;502;2007;4;4;4;24;41;45.51153;9.060179
8419;208246;15;502;2007;4;4;4;26;28;45.529755;9.060979
8420;208246;16;502;2007;4;4;4;28;40;45.547634;9.062212
8421;208246;17;502;2007;4;4;9;26;33;45.54657;9.062894
8422;208246;18;502;2007;4;4;9;27;58;45.53511;9.084163
8423;208246;19;502;2007;4;4;9;29;24;45.5235;9.105736
8424;208246;20;502;2007;4;4;9;31;15;45.51771;9.125628
8425;208246;21;502;2007;4;4;9;35;21;45.528435;9.146907
8426;208246;22;502;2007;4;4;9;37;53;45.538708;9.168205
8427;208246;23;502;2007;4;4;9;42;11;45.545883;9.192663
8428;208246;24;502;2007;4;4;9;44;3;45.54876;9.218718
8429;208246;25;502;2007;4;4;9;45;43;45.552383;9.243985
8430;208246;26;502;2007;4;4;9;50;15;45.556114;9.269085
8431;2084;1;503;2007;4;4;7;27;35;45.370564;9.220455
8432;2084;2;503;2007;4;4;7;51;45;45.374676;9.22704
8433;2084;3;503;2007;4;4;7;54;29;45.379814;9.213393
8434;2084;4;503;2007;4;4;7;56;44;45.37976;9.213751
8435;2084;5;503;2007;4;4;8;10;50;45.37976;9.213751
8436;2084;6;503;2007;4;4;8;16;1;45.37976;9.213751
8437;2084;7;503;2007;4;4;8;20;20;45.379814;9.213393
8438;2084;8;503;2007;4;4;8;38;19;45.379814;9.213393
8439;2084;9;503;2007;4;4;8;50;47;45.39498;9.144869
8440;2084;10;503;2007;4;4;8;52;34;45.4031;9.120526
8441;2084;11;503;2007;4;4;8;54;19;45.41674;9.097565
8442;2084;12;503;2007;4;4;8;59;32;45.416878;9.095371
8443;2084;13;503;2007;4;4;10;1;58;45.415455;9.050966
8444;2084;14;503;2007;4;4;10;2;32;45.415726;9.05088
8445;2084;15;503;2007;4;4;10;3;45;45.41598;9.050779
8446;2084;16;503;2007;4;4;10;4;3;45.41609;9.050617
8447;2084;17;503;2007;4;4;10;21;56;45.416454;9.050478
