N;E_ID;point_N;T_ID;year;month;day;hour;min;sec;lat;lon
8448;2084;18;503;2007;4;4;10;34;40;45.415894;9.088793
8449;2084;19;503;2007;4;4;10;36;24;45.40558;9.114093
8450;2084;20;503;2007;4;4;10;38;26;45.395676;9.139193
8451;2084;21;503;2007;4;4;10;40;1;45.38782;9.162204
8452;2084;22;503;2007;4;4;10;41;55;45.390007;9.193212
8453;2084;23;503;2007;4;4;10;43;47;45.386063;9.213806
8454;2084;24;503;2007;4;4;10;45;38;45.371967;9.227463
8455;208556;1;504;2007;4;4;13;36;34;45.376175;9.13106
8456;208556;2;504;2007;4;4;13;38;6;45.392735;9.14038
8457;208556;3;504;2007;4;4;13;39;25;45.409977;9.14979
8458;208556;4;504;2007;4;4;13;40;48;45.426754;9.161806
8459;208556;5;504;2007;4;4;13;42;36;45.433704;9.16874
8460;208556;6;504;2007;4;4;13;44;2;45.418396;9.15508
8461;208556;7;504;2007;4;4;13;45;24;45.401;9.14426
8462;208556;8;504;2007;4;4;13;46;57;45.401314;9.122989
8463;208556;9;504;2007;4;4;13;48;30;45.412426;9.101116
8464;208556;10;504;2007;4;4;13;50;11;45.422367;9.080792
8465;208556;11;504;2007;4;4;13;53;29;45.420776;9.075724
8466;208556;12;504;2007;4;4;14;1;17;45.42706;9.074084
8467;208556;13;504;2007;4;4;14;7;28;45.427776;9.076246
8468;208556;14;504;2007;4;4;14;15;57;45.426903;9.080957
8469;208556;15;504;2007;4;4;16;19;10;45.426907;9.080994
8470;208556;16;504;2007;4;4;16;27;27;45.4296;9.080344
8471;208556;17;504;2007;4;4;16;32;3;45.41682;9.085946
8472;208556;18;504;2007;4;4;16;33;45;45.40847;9.110101
8473;208556;19;504;2007;4;4;16;35;13;45.39813;9.13144
8474;208556;20;504;2007;4;4;16;36;54;45.382973;9.135021
8475;208748;1;505;2007;4;4;9;27;4;45.403053;9.2754
8476;208748;2;505;2007;4;4;9;30;13;45.415554;9.258291
8477;208748;3;505;2007;4;4;9;32;9;45.430202;9.243483
8478;208748;4;505;2007;4;4;9;33;50;45.44145;9.224218
8479;208748;5;505;2007;4;4;9;37;58;45.459255;9.223868
8480;208748;6;505;2007;4;4;9;43;35;45.477203;9.223686
8481;208748;7;505;2007;4;4;9;56;6;45.48761;9.207767
8482;208748;8;505;2007;4;4;10;12;50;45.48259;9.196865
8483;208748;9;505;2007;4;4;10;34;44;45.48259;9.196865
8484;208748;10;505;2007;4;4;10;36;10;45.48275;9.196985
8485;208748;11;505;2007;4;4;10;45;48;45.472816;9.214954
8486;208748;12;505;2007;4;4;10;55;57;45.462143;9.223782
8487;208748;13;505;2007;4;4;11;2;7;45.46092;9.249637
8488;208748;14;505;2007;4;4;11;3;47;45.446964;9.258668
8489;208748;15;505;2007;4;4;11;4;20;45.442135;9.257352
8490;208748;16;505;2007;4;4;11;4;51;45.437088;9.25585
8491;208748;17;505;2007;4;4;11;5;22;45.435097;9.253192
8492;208748;18;505;2007;4;4;11;5;55;45.434692;9.257576
8493;208748;19;505;2007;4;4;11;6;27;45.432083;9.26487
8494;208748;20;505;2007;4;4;11;6;59;45.429028;9.269468
8495;208748;21;505;2007;4;4;11;7;30;45.425953;9.273003
8496;208748;22;505;2007;4;4;11;8;2;45.422012;9.279431
8497;208995;1;506;2007;4;4;13;39;57;45.397602;9.244434
8498;208995;2;506;2007;4;4;13;44;26;45.38782;9.26
8499;208995;3;506;2007;4;4;14;27;39;45.38358;9.279399
8500;208995;4;506;2007;4;4;14;30;17;45.38923;9.258725
8501;208995;5;506;2007;4;4;14;32;30;45.38248;9.261794
8502;208995;6;506;2007;4;4;14;33;49;45.38502;9.235276
8503;208995;7;506;2007;4;4;14;35;5;45.390667;9.210739
8504;208995;8;506;2007;4;4;14;36;17;45.389896;9.184332
8505;208995;9;506;2007;4;4;14;37;39;45.38874;9.160447
8506;208995;10;506;2007;4;4;14;40;37;45.392258;9.162094
8507;208995;11;506;2007;4;4;14;43;50;45.389908;9.178601
8508;208995;12;506;2007;4;4;14;46;20;45.391335;9.177655
8509;208995;13;506;2007;4;4;15;49;18;45.391335;9.177655
8510;208995;14;506;2007;4;4;15;55;28;45.39019;9.169317
8511;208995;15;506;2007;4;4;15;59;57;45.39142;9.15066
8512;208995;16;506;2007;4;4;16;1;50;45.38686;9.175625
8513;208995;17;506;2007;4;4;16;3;16;45.391438;9.200416
8514;208995;18;506;2007;4;4;16;4;42;45.387135;9.226188
8515;208995;19;506;2007;4;4;16;6;8;45.382862;9.25198
8516;208995;20;506;2007;4;4;16;7;59;45.388092;9.264619
8517;208995;21;506;2007;4;4;16;13;36;45.396862;9.253828
8518;208995;22;506;2007;4;4;16;16;37;45.398262;9.240731
8519;208995;23;506;2007;4;4;16;26;34;45.398262;9.240731
8520;208995;24;506;2007;4;4;16;30;37;45.409344;9.245975
8521;208995;25;506;2007;4;4;16;33;40;45.4155;9.262467
8522;208995;26;506;2007;4;4;16;37;28;45.41701;9.259592
8523;208995;27;506;2007;4;4;17;40;19;45.41707;9.259628
8524;208995;28;506;2007;4;4;17;44;40;45.40948;9.24604
8525;208995;29;506;2007;4;4;17;49;4;45.3981;9.241036
8526;209009;1;507;2007;4;4;6;31;20;45.47975;9.199091
8527;209009;2;507;2007;4;4;6;36;32;45.490753;9.196913
8528;209009;3;507;2007;4;4;6;42;3;45.504997;9.202133
8529;209009;4;507;2007;4;4;6;48;56;45.52188;9.21235
8530;209009;5;507;2007;4;4;6;51;31;45.538704;9.219157
8531;209009;6;507;2007;4;4;6;54;13;45.55002;9.237386
8532;209009;7;507;2007;4;4;10;39;46;45.548553;9.233727
8533;209009;8;507;2007;4;4;10;41;38;45.53533;9.216838
8534;209009;9;507;2007;4;4;10;44;45;45.51844;9.207402
8535;209009;10;507;2007;4;4;10;48;44;45.50114;9.197632
8536;209009;11;507;2007;4;4;10;52;7;45.48612;9.194142
8537;209009;12;507;2007;4;4;10;59;21;45.477806;9.202094
8538;209009;13;507;2007;4;4;11;10;30;45.479298;9.201318
8539;209150;1;508;2007;4;4;11;55;39;45.55028;9.237454
8540;209150;2;508;2007;4;4;11;58;5;45.538677;9.218694
8541;209150;3;508;2007;4;4;12;0;0;45.521523;9.209186
8542;209150;4;508;2007;4;4;12;4;7;45.50457;9.199659
8543;209150;5;508;2007;4;4;12;7;49;45.489082;9.19317
8544;209150;6;508;2007;4;4;12;11;57;45.48778;9.198933
8545;209150;7;508;2007;4;4;13;34;28;45.485527;9.188194
8546;209150;8;508;2007;4;4;13;40;1;45.501244;9.197775
8547;209150;9;508;2007;4;4;13;43;24;45.51835;9.207507
8548;209150;10;508;2007;4;4;13;46;29;45.53523;9.217199
8549;209150;11;508;2007;4;4;13;49;19;45.54829;9.233737
8550;209213;1;509;2007;4;4;12;24;48;45.557728;9.205261
8551;209213;2;509;2007;4;4;12;29;15;45.546608;9.197617
8552;209213;3;509;2007;4;4;12;32;3;45.536243;9.198004
8553;209213;4;509;2007;4;4;12;34;44;45.53624;9.198004
8554;209213;5;509;2007;4;4;12;36;47;45.53564;9.195771
8555;209213;6;509;2007;4;4;13;45;45;45.53564;9.195771
8556;209213;7;509;2007;4;4;13;50;43;45.545704;9.197554
8557;209213;8;509;2007;4;4;13;53;48;45.559692;9.198549
8558;209213;9;509;2007;4;4;16;50;3;45.55968;9.218686
8559;209213;10;509;2007;4;4;16;52;28;45.554527;9.218522
8560;209213;11;509;2007;4;4;16;53;29;45.55522;9.218348
8561;209213;12;509;2007;4;4;17;0;43;45.5575;9.214478
8562;209213;13;509;2007;4;4;17;27;52;45.557404;9.214425
8563;209213;14;509;2007;4;4;17;33;1;45.554455;9.218367
8564;209213;15;509;2007;4;4;17;34;31;45.55447;9.218357
8565;209213;16;509;2007;4;4;17;36;7;45.55405;9.21875
8566;209213;17;509;2007;4;4;17;59;40;45.553688;9.219041
8567;209213;18;509;2007;4;4;18;6;14;45.555042;9.218392
8568;209256;1;510;2007;4;4;4;30;58;45.377056;9.131694
8569;209256;2;510;2007;4;4;4;32;49;45.394695;9.141248
8570;209256;3;510;2007;4;4;4;33;57;45.411427;9.150599
8571;209256;4;510;2007;4;4;4;35;8;45.428204;9.162652
8572;209256;5;510;2007;4;4;4;37;10;45.443768;9.174167
8573;209256;6;510;2007;4;4;4;41;24;45.44667;9.199365
8574;209256;7;510;2007;4;4;4;45;57;45.455387;9.217293
8575;209256;8;510;2007;4;4;4;50;43;45.457916;9.232603
8576;209256;9;510;2007;4;4;5;39;44;45.458004;9.232598
8577;209256;10;510;2007;4;4;5;46;56;45.460762;9.225161
8578;209256;11;510;2007;4;4;6;0;32;45.460762;9.225161
8579;209256;12;510;2007;4;4;6;17;56;45.460106;9.225314
8580;209256;13;510;2007;4;4;6;22;54;45.4572;9.242013
8581;209256;14;510;2007;4;4;6;26;33;45.443333;9.257245
8582;209256;15;510;2007;4;4;6;28;6;45.427547;9.246211
8583;209256;16;510;2007;4;4;6;29;48;45.411648;9.256094
8584;209256;17;510;2007;4;4;6;34;17;45.394684;9.260343
8585;209256;18;510;2007;4;4;6;36;30;45.379627;9.274191
8586;209621;1;511;2007;4;4;7;33;28;45.380154;9.224561
8587;209621;2;511;2007;4;4;7;34;26;45.38952;9.212402
8588;209621;3;511;2007;4;4;7;35;12;45.396233;9.213217
8589;209621;4;511;2007;4;4;7;36;52;45.39582;9.210983
8590;209621;5;511;2007;4;4;7;37;24;45.396408;9.210654
8591;209621;6;511;2007;4;4;7;37;56;45.39642;9.210643
8592;209621;7;511;2007;4;4;7;38;27;45.39706;9.210473
8593;209621;8;511;2007;4;4;7;39;7;45.39723;9.210317
8594;209621;9;511;2007;4;4;7;39;39;45.399647;9.209672
8595;209621;10;511;2007;4;4;7;40;10;45.399445;9.206164
8596;209621;11;511;2007;4;4;7;40;42;45.397865;9.206386
8597;209621;12;511;2007;4;4;7;41;14;45.397785;9.206341
8598;209621;13;511;2007;4;4;7;41;45;45.396675;9.206718
8599;209621;14;511;2007;4;4;7;42;18;45.39576;9.206133
8600;209621;15;511;2007;4;4;7;42;36;45.39576;9.206133
8601;209621;16;511;2007;4;4;12;33;7;45.395763;9.206083
8602;209621;17;511;2007;4;4;12;40;0;45.39125;9.211991
8603;209621;18;511;2007;4;4;12;40;32;45.38401;9.215951
8604;209621;19;511;2007;4;4;12;41;6;45.379932;9.224791
8605;209621;20;511;2007;4;4;12;41;38;45.37448;9.22713
8606;209621;21;511;2007;4;4;12;42;10;45.370907;9.22253
8607;209678;1;512;2007;4;4;20;54;55;45.443604;9.174294
8608;209678;2;512;2007;4;4;20;58;8;45.430874;9.165259
8609;209678;3;512;2007;4;4;20;59;28;45.414482;9.15207
8610;209678;4;512;2007;4;4;21;2;12;45.402523;9.145387
8611;209678;5;512;2007;4;4;21;6;27;45.39626;9.149428
8612;209678;6;512;2007;4;4;21;9;31;45.411366;9.150621
8613;209678;7;512;2007;4;4;21;11;11;45.42741;9.162233
8614;209678;8;512;2007;4;4;21;13;22;45.43326;9.168215
8615;209678;9;512;2007;4;4;21;15;3;45.41807;9.1547
8616;209678;10;512;2007;4;4;21;18;23;45.401306;9.144329
8617;209678;11;512;2007;4;4;21;26;57;45.39632;9.141615
8618;209678;12;512;2007;4;4;21;27;28;45.395493;9.140011
8619;209678;13;512;2007;4;4;21;28;0;45.393887;9.14226
8620;209678;14;512;2007;4;4;21;28;33;45.39803;9.142749
8621;209678;15;512;2007;4;4;21;29;4;45.40219;9.145281
8622;209678;16;512;2007;4;4;21;29;27;45.4022;9.145298
8623;209678;17;512;2007;4;4;21;31;55;45.40218;9.145304
8624;209678;18;512;2007;4;4;21;33;49;45.419273;9.156174
8625;209678;19;512;2007;4;4;21;35;25;45.43456;9.169652
8626;209678;20;512;2007;4;4;21;37;42;45.433075;9.173375
8627;209683;1;513;2007;4;4;14;6;6;45.528038;9.266114
8628;209683;2;513;2007;4;4;14;7;27;45.511276;9.261435
8629;209683;3;513;2007;4;4;14;9;2;45.493797;9.253337
8630;209683;4;513;2007;4;4;14;19;21;45.486553;9.245137
8631;209683;5;513;2007;4;4;14;35;10;45.486553;9.245137
8632;209683;6;513;2007;4;4;14;38;11;45.47299;9.252432
8633;209683;7;513;2007;4;4;14;39;58;45.45482;9.254038
8634;209683;8;513;2007;4;4;14;41;14;45.43665;9.255787
8635;209683;9;513;2007;4;4;14;42;27;45.42022;9.246024
8636;209683;10;513;2007;4;4;14;43;34;45.406097;9.261207
8637;209683;11;513;2007;4;4;14;44;59;45.388004;9.26421
8638;209683;12;513;2007;4;4;14;46;32;45.383232;9.248959
8639;209683;13;513;2007;4;4;14;48;3;45.388126;9.222643
8640;209683;14;513;2007;4;4;14;49;20;45.391575;9.197495
8641;209683;15;513;2007;4;4;14;50;41;45.386307;9.17192
8642;209683;16;513;2007;4;4;14;52;4;45.39322;9.14777
8643;209683;17;513;2007;4;4;14;54;10;45.3863;9.136882
8644;209683;18;513;2007;4;4;14;55;7;45.370075;9.125681
8645;209694;1;514;2007;4;4;17;33;49;45.48323;9.231304
8646;209694;2;514;2007;4;4;17;43;4;45.48617;9.229476
8647;209694;3;514;2007;4;4;18;7;19;45.491333;9.206005
8648;209694;4;514;2007;4;4;18;17;44;45.502773;9.187182
8649;209694;5;514;2007;4;4;18;20;8;45.519653;9.177301
8650;209694;6;514;2007;4;4;18;22;11;45.534515;9.163042
8651;209694;7;514;2007;4;4;18;24;45;45.549934;9.160279
8652;209694;8;514;2007;4;4;19;39;56;45.549953;9.16027
8653;209694;9;514;2007;4;4;19;43;18;45.532227;9.167203
8654;209694;10;514;2007;4;4;19;45;18;45.516445;9.178489
8655;209694;11;514;2007;4;4;19;47;48;45.500896;9.190085
8656;209694;12;514;2007;4;4;19;52;57;45.48958;9.209261
8657;209694;13;514;2007;4;4;19;57;54;45.48155;9.22743
8658;209694;14;514;2007;4;4;19;59;44;45.48326;9.231904
8659;209701;1;515;2007;4;4;23;21;55;45.41482;9.093553
8660;209701;2;515;2007;4;4;23;23;22;45.42755;9.077221
8661;209701;3;515;2007;4;4;23;28;36;45.43049;9.069047
8662;209701;4;515;2007;4;4;23;33;34;45.434906;9.074534
8663;209701;5;515;2007;4;4;23;34;55;45.453484;9.076814
8664;209701;6;515;2007;4;4;23;36;21;45.471924;9.079823
8665;209701;7;515;2007;4;4;23;37;43;45.488094;9.067318
8666;209701;8;515;2007;4;4;23;39;8;45.506393;9.0648
8667;209701;9;515;2007;4;4;23;41;18;45.5231;9.060471
8668;209701;10;515;2007;4;4;23;43;47;45.518044;9.05886
8669;209701;11;515;2007;4;4;23;45;30;45.501305;9.06633
8670;209701;12;515;2007;4;4;23;47;29;45.49819;9.083406
8671;209701;13;515;2007;4;4;23;49;39;45.49993;9.087879
8672;209701;14;515;2007;4;4;23;51;26;45.50227;9.066385
8673;209701;15;515;2007;4;4;23;53;17;45.51938;9.059296
8674;209701;16;515;2007;4;4;23;56;43;45.52909;9.069079
8675;209701;17;515;2007;4;4;23;58;40;45.525215;9.09411
8676;209704;1;516;2007;4;4;14;13;28;45.556;9.153339
8677;209704;2;516;2007;4;4;14;17;42;45.538357;9.159667
8678;209704;3;516;2007;4;4;14;25;18;45.52591;9.164704
8679;209704;4;516;2007;4;4;14;29;25;45.515965;9.17872
8680;209704;5;516;2007;4;4;14;31;36;45.50066;9.190146
8681;209704;6;516;2007;4;4;14;38;13;45.48505;9.194715
8682;209704;7;516;2007;4;4;14;48;56;45.472202;9.205263
8683;209704;8;516;2007;4;4;14;58;37;45.454716;9.202678
8684;209704;9;516;2007;4;4;15;5;28;45.45449;9.191115
8685;209704;10;516;2007;4;4;16;36;24;45.453903;9.190702
8686;209704;11;516;2007;4;4;16;47;20;45.45414;9.2027
8687;209704;12;516;2007;4;4;16;53;50;45.471764;9.205511
8688;209704;13;516;2007;4;4;17;4;25;45.48564;9.202536
8689;209704;14;516;2007;4;4;17;14;51;45.498055;9.1915
8690;209704;15;516;2007;4;4;17;19;53;45.51361;9.179622
8691;209704;16;516;2007;4;4;17;22;51;45.52809;9.165618
8692;209704;17;516;2007;4;4;17;24;48;45.54554;9.162286
8693;210111;1;517;2007;4;4;10;59;4;45.42084;9.058058
8694;210111;2;517;2007;4;4;11;2;10;45.429054;9.080601
8695;210111;3;517;2007;4;4;11;11;24;45.42904;9.081084
8696;210111;4;517;2007;4;4;13;30;52;45.431305;9.081483
8697;210111;5;517;2007;4;4;13;37;23;45.43558;9.096728
8698;210111;6;517;2007;4;4;13;41;15;45.44449;9.119164
8699;210111;7;517;2007;4;4;13;45;45;45.451424;9.142831
8700;210111;8;517;2007;4;4;13;52;40;45.46796;9.13748
8701;210111;9;517;2007;4;4;13;59;44;45.459927;9.137667
8702;210111;10;517;2007;4;4;14;5;15;45.447823;9.129396
8703;210111;11;517;2007;4;4;14;9;46;45.438675;9.106517
8704;210111;12;517;2007;4;4;14;13;53;45.43057;9.082774
8705;210111;13;517;2007;4;4;14;20;12;45.42182;9.059815
8706;210208;1;518;2007;4;4;15;27;19;45.541946;9.058198
8707;210208;2;518;2007;4;4;15;28;36;45.524033;9.060363
8708;210208;3;518;2007;4;4;15;30;43;45.51145;9.053056
8709;210208;4;518;2007;4;4;16;15;52;45.511703;9.054428
8710;210208;5;518;2007;4;4;16;19;8;45.51384;9.080024
8711;210208;6;518;2007;4;4;16;27;39;45.515015;9.105896
8712;210208;7;518;2007;4;4;16;36;8;45.52008;9.129487
8713;210208;8;518;2007;4;4;16;40;2;45.530506;9.150863
8714;210208;9;518;2007;4;4;16;41;54;45.53239;9.161927
8715;210208;10;518;2007;4;4;16;43;17;45.53;9.163064
8716;210208;11;518;2007;4;4;17;25;17;45.530083;9.164627
8717;210208;12;518;2007;4;4;17;28;50;45.541645;9.177006
8718;210208;13;518;2007;4;4;17;30;15;45.547974;9.201389
8719;210208;14;518;2007;4;4;17;31;30;45.549847;9.227211
8720;210208;15;518;2007;4;4;17;32;42;45.55371;9.253074
8721;210208;16;518;2007;4;4;17;34;4;45.557644;9.279217
8722;211059;1;519;2007;4;4;5;39;22;45.534904;9.165656
8723;211059;2;519;2007;4;4;8;48;6;45.54661;9.063487
8724;211059;3;519;2007;4;4;8;49;37;45.535267;9.084652
8725;211059;4;519;2007;4;4;8;51;3;45.524136;9.105277
8726;211059;5;519;2007;4;4;8;52;52;45.516933;9.125646
8727;211059;6;519;2007;4;4;8;57;13;45.526287;9.167595
8728;211059;7;519;2007;4;4;8;58;28;45.538692;9.169054
8729;211059;8;519;2007;4;4;8;59;53;45.54601;9.193302
8730;211059;9;519;2007;4;4;9;1;15;45.548714;9.218573
8731;211059;10;519;2007;4;4;9;2;38;45.552288;9.243855
8732;211059;11;519;2007;4;4;9;8;56;45.553955;9.268456
8733;211059;12;519;2007;4;4;9;16;2;45.53824;9.260557
8734;211059;13;519;2007;4;4;9;18;5;45.52216;9.260608
8735;211059;14;519;2007;4;4;9;21;12;45.504486;9.258321
8736;211059;15;519;2007;4;4;9;22;52;45.48692;9.251247
8737;211059;16;519;2007;4;4;9;24;23;45.468967;9.251996
8738;211059;17;519;2007;4;4;9;26;25;45.461758;9.265029
8739;211059;18;519;2007;4;4;11;40;45;45.426277;9.272834
8740;211059;19;519;2007;4;4;11;44;13;45.43411;9.254222
8741;211059;20;519;2007;4;4;11;45;50;45.41757;9.247974
8742;211059;21;519;2007;4;4;11;47;18;45.40261;9.261321
8743;211059;22;519;2007;4;4;11;48;47;45.385593;9.267227
8744;211196;1;520;2007;4;4;19;1;26;45.553265;9.248918
8745;211196;2;520;2007;4;4;19;2;29;45.54928;9.222832
8746;211196;3;520;2007;4;4;19;3;30;45.547108;9.196996
8747;211196;4;520;2007;4;4;19;4;30;45.540348;9.17218
8748;211196;5;520;2007;4;4;19;5;32;45.530033;9.149943
8749;211196;6;520;2007;4;4;19;6;32;45.519516;9.127871
8750;211196;7;520;2007;4;4;19;8;0;45.504505;9.130535
8751;211196;8;520;2007;4;4;19;9;36;45.489063;9.140308
8752;211196;9;520;2007;4;4;19;13;51;45.493126;9.158906
8753;211196;10;520;2007;4;4;19;21;5;45.485783;9.159211
8754;211196;11;520;2007;4;4;19;25;20;45.496456;9.137478
8755;211196;12;520;2007;4;4;19;28;2;45.51143;9.127652
8756;211196;13;520;2007;4;4;19;29;28;45.52379;9.137376
8757;211196;14;520;2007;4;4;19;30;39;45.534523;9.1595
8758;211196;15;520;2007;4;4;19;31;45;45.54326;9.182294
8759;211196;16;520;2007;4;4;19;32;45;45.548367;9.207142
8760;211196;17;520;2007;4;4;19;33;51;45.550823;9.233552
8761;211196;18;520;2007;4;4;19;34;58;45.5548;9.259984
8762;211202;1;521;2007;4;4;13;46;37;45.437473;9.111313
8763;211202;2;521;2007;4;4;13;57;47;45.437096;9.107385
8764;211202;3;521;2007;4;4;14;7;48;45.42334;9.106013
8765;211202;4;521;2007;4;4;14;11;55;45.415535;9.124131
8766;211202;5;521;2007;4;4;14;15;8;45.40332;9.13545
8767;211202;6;521;2007;4;4;14;19;9;45.39543;9.151556
8768;211202;7;521;2007;4;4;14;23;50;45.378277;9.142027
8769;211202;8;521;2007;4;4;18;13;25;45.378983;9.271767
8770;211202;9;521;2007;4;4;18;14;30;45.383373;9.246478
8771;211202;10;521;2007;4;4;18;15;25;45.388382;9.221748
8772;211202;11;521;2007;4;4;18;16;26;45.391495;9.194704
8773;211202;12;521;2007;4;4;18;17;22;45.386417;9.168272
8774;211202;13;521;2007;4;4;18;18;23;45.394814;9.143256
8775;211202;14;521;2007;4;4;18;19;24;45.403496;9.119101
8776;211202;15;521;2007;4;4;18;20;25;45.41362;9.09682
8777;211202;16;521;2007;4;4;18;21;38;45.425392;9.078553
8778;211202;17;521;2007;4;4;18;24;42;45.430244;9.080604
8779;211202;18;521;2007;4;4;19;14;54;45.430454;9.080784
8780;211202;19;521;2007;4;4;19;18;33;45.436165;9.098593
8781;211202;20;521;2007;4;4;19;23;51;45.437035;9.111789
8782;211202;21;521;2007;4;4;19;24;53;45.437584;9.111099
8783;211202;22;521;2007;4;4;19;25;51;45.437565;9.110704
8784;211202;23;521;2007;4;4;19;26;37;45.43755;9.110681
8785;211211;1;522;2007;4;4;11;11;57;45.552097;9.241396
8786;211211;2;522;2007;4;4;11;22;21;45.54874;9.21586
8787;211211;3;522;2007;4;4;11;31;5;45.545544;9.190499
8788;211211;4;522;2007;4;4;11;36;50;45.5384;9.166997
8789;211211;5;522;2007;4;4;11;39;56;45.52786;9.145347
8790;211211;6;522;2007;4;4;11;43;20;45.517162;9.124221
8791;211211;7;522;2007;4;4;11;47;4;45.514717;9.098229
8792;211211;8;522;2007;4;4;11;48;31;45.513462;9.07211
8793;211211;9;522;2007;4;4;11;50;30;45.504852;9.064915
8794;211211;10;522;2007;4;4;11;51;50;45.48674;9.067901
8795;211211;11;522;2007;4;4;11;52;59;45.471127;9.079466
8796;211211;12;522;2007;4;4;11;54;14;45.453136;9.076571
8797;211211;13;522;2007;4;4;11;55;26;45.43509;9.074377
8798;211211;14;522;2007;4;4;11;56;36;45.41785;9.084361
8799;211211;15;522;2007;4;4;11;57;46;45.409573;9.108359
8800;211211;16;522;2007;4;4;11;58;58;45.39854;9.129862
8801;211211;17;522;2007;4;4;12;1;37;45.38455;9.135945
8802;211301;1;523;2007;4;4;11;10;30;45.554485;9.25768
8803;211301;2;523;2007;4;4;11;24;41;45.55076;9.232158
8804;211301;3;523;2007;4;4;11;33;47;45.548466;9.206554
8805;211301;4;523;2007;4;4;11;40;21;45.543106;9.181472
8806;211301;5;523;2007;4;4;11;43;56;45.53443;9.15908
8807;211301;6;523;2007;4;4;11;48;16;45.524303;9.137895
8808;211301;7;523;2007;4;4;11;50;38;45.51239;9.12595
8809;211301;8;523;2007;4;4;11;53;24;45.49528;9.129958
8810;211301;9;523;2007;4;4;11;56;2;45.48695;9.118596
8811;211301;10;523;2007;4;4;11;57;51;45.470875;9.115035
8812;211301;11;523;2007;4;4;12;0;45;45.456036;9.114796
8813;211301;12;523;2007;4;4;12;4;57;45.44493;9.106119
8814;211301;13;523;2007;4;4;12;5;52;45.444134;9.103927
8815;211301;14;523;2007;4;4;15;35;56;45.44416;9.103826
8816;211301;15;523;2007;4;4;15;41;3;45.45549;9.086857
8817;211301;16;523;2007;4;4;15;42;59;45.469116;9.078492
8818;211301;17;523;2007;4;4;15;45;5;45.485584;9.068809
8819;211301;18;523;2007;4;4;15;46;26;45.503555;9.065823
8820;211301;19;523;2007;4;4;15;51;32;45.51357;9.076036
8821;211301;20;523;2007;4;4;16;0;39;45.51477;9.101619
8822;211301;21;523;2007;4;4;16;9;53;45.518314;9.125928
8823;211301;22;523;2007;4;4;16;15;0;45.52881;9.147489
8824;211301;23;523;2007;4;4;16;16;31;45.53924;9.169322
8825;211301;24;523;2007;4;4;16;17;37;45.54648;9.194681
8826;211301;25;523;2007;4;4;16;18;35;45.54901;9.221157
8827;211301;26;523;2007;4;4;16;19;36;45.552826;9.247216
8828;211301;27;523;2007;4;4;16;21;12;45.55233;9.265216
8829;211301;28;523;2007;4;4;16;22;32;45.53539;9.262171
8830;211301;29;523;2007;4;4;16;27;9;45.529865;9.268209
8831;211329;1;524;2007;4;4;17;18;41;45.551197;9.054503
8832;211329;2;524;2007;4;4;17;20;11;45.53954;9.076124
8833;211329;3;524;2007;4;4;17;21;1;45.52833;9.09702
8834;211329;4;524;2007;4;4;17;21;50;45.51668;9.116611
8835;211329;5;524;2007;4;4;17;26;13;45.52399;9.137784
8836;211329;6;524;2007;4;4;17;28;20;45.53438;9.159028
8837;211329;7;524;2007;4;4;17;29;33;45.543133;9.18187
8838;211329;8;524;2007;4;4;17;30;59;45.54841;9.207592
8839;211329;9;524;2007;4;4;17;32;22;45.550865;9.233394
8840;211329;10;524;2007;4;4;17;33;44;45.554733;9.259846
8841;211329;11;524;2007;4;4;17;35;52;45.54382;9.258712
8842;211329;12;524;2007;4;4;17;37;23;45.52721;9.258831
8843;211329;13;524;2007;4;4;17;41;48;45.523808;9.277366
8844;211329;14;524;2007;4;4;18;14;58;45.46194;9.260791
8845;211329;15;524;2007;4;4;18;17;12;45.459923;9.238414
8846;211329;16;524;2007;4;4;18;20;21;45.450623;9.226494
8847;211329;17;524;2007;4;4;18;25;20;45.455612;9.208427
8848;211329;18;524;2007;4;4;19;35;39;45.455612;9.208436
8849;211329;19;524;2007;4;4;19;39;49;45.456715;9.199244
8850;211329;20;524;2007;4;4;19;43;57;45.46363;9.196808
8851;211329;21;524;2007;4;4;19;45;18;45.463413;9.197358
8852;211329;22;524;2007;4;4;20;44;35;45.46328;9.197238
8853;211329;23;524;2007;4;4;20;49;6;45.457317;9.210645
8854;211363;1;525;2007;4;4;9;34;22;45.511765;9.056449
